,link,title,name,price,category,sex,Embedding,Features
42,https://www.myntra.com/tops/london-rag/london-rag-lavender-floral-print-top/19037078/buy,London Rag,Lavender Floral Print Top,1259,topwear,N.A.,[0.00880818 0.03835468 0.00034846 ... 0.00772811 0.         0.0074169 ],"[17.039627    4.8705225   2.5231428  15.203779   -1.1312643  -2.1166377
 -0.73634154 -0.34631056  5.1349998  -0.8399179  -4.2052975   2.3021967
 -0.5969851  -1.0806862   0.0628241  -8.976726   -1.2921486   2.2286685
 -2.8912706   1.7800689   1.2733891  -2.1304452  -1.1975821  -2.9607015
  2.4836557  -5.740454    2.0986052   2.0590405  -3.5641868   1.5185542
  0.7717527   3.878664   -0.6372027   1.5064998   2.2636204   4.4297724
  1.3230762   1.9377111  -0.6755642   3.076377   -2.1842961   1.7797246
  1.3745351   2.2323995  -2.7079706  -0.0464011  -2.6065545   0.03442872
  3.645974    3.6134083   0.89594215  1.4615828  -0.2963559  -0.38262123
 -3.1541402  -1.2336855  -0.5729419   0.7092593  -0.10544032 -1.0628527
 -1.1773105  -2.4633205  -1.4826188   1.7454557   1.167018   -1.4642785
  5.28328    -2.7613854  -1.0961732   2.5094333   0.9347185   0.2345165
 -0.2820183   1.0279844   0.9071949  -2.0847907  -0.40623903  2.8381174
 -0.7954363   1.4614415   2.4799454   3.3164918   0.87602353  4.2363214
 -3.368704    1.1382978   0.57269007 -3.6778321  -0.65831256  4.423266
 -0.8631016  -0.22112651 -0.5591139   0.956962   -1.5614957   3.386663
  0.29483038  1.1830304  -0.50225323 -1.6029383 ]"
43,https://www.myntra.com/shirts/cavallo-by-linen-club/cavallo-by-linen-club-men-turquoise-blue-checked-casual-shirt/19318686/buy,CAVALLO by Linen Club,Men Turquoise Blue Checked Casual Shirt,1599,topwear,Men,[0.01187913 0.03660636 0.         ... 0.00761801 0.00093506 0.02440242],"[17.916296    9.135747    4.777202   13.061447   -6.268993   -3.4791834
  1.8797152   3.5044456  -7.611661   -6.616977    1.8246123  -2.4030128
 -4.837027   -1.290499   -0.3763368   0.9493293   2.385653   -3.7567582
  3.800252   -0.6348672  -4.507964   -5.625105    2.5870035   0.45493674
  1.2632716   5.618907   -4.5483313  -2.7119355   2.3938332   2.5442085
  1.160132    0.46064335 -1.5336162   1.470475    3.7052853  -7.371837
  1.7873796   2.9579816  -4.6351852   1.0058055  -0.88901424  2.394013
 -1.2149646   3.4812224  -2.575342    3.2646546   0.0741003   2.1256523
  0.18058525  1.4202298  -3.0380855  -1.0753707  -1.0645865  -0.46405956
  1.7539068  -3.3818035  -0.49419656 -1.459865   -6.133034   -4.064853
  0.6205153   2.2609258   0.86309254 -0.96371377 -1.2973434  -1.3526939
 -0.03456643  2.114281    0.529588   -0.8461795   2.6123161   2.61344
  1.1977586  -0.3632177   0.15212633  0.99495894  1.990625   -0.85096776
 -1.8395875   0.03705296 -2.7763581  -1.2785352   0.19602126  2.282981
 -0.14175224  1.3900728  -0.8247518   1.9466367   3.286937   -0.33983615
  2.0121489  -1.6960087  -1.0762783   0.9455387   1.7305765  -1.7653235
 -0.82168216  1.2614717   1.7935133   0.35265613]"
44,https://www.myntra.com/tops/pluss/pluss-vintage-rust-and-white-polka-dots-tie-up-crop-top/13935436/buy,plusS,Vintage Rust and White Polka Dots Tie-Up Crop Top,455,topwear,N.A.,[0.00875879 0.02208973 0.         ... 0.03345579 0.0186165  0.03032055],"[14.533277    0.3633748   2.4108126  16.280884    2.4300985  -4.2292137
 -1.3034232  -3.8030026  15.027946   -4.0924196  -2.0180323   0.03388776
  0.94921404 -0.26493663 -0.75754976  5.873931   -0.2617669   2.9288282
 -2.5819166   2.9081452   0.57961446  2.8753834  -1.3032465  -1.3989916
  2.6766238  -0.45684254  1.2224715   2.1489599  -4.6019025   0.2428258
 -0.4155445   4.370962   -6.1081834   0.47736633 -3.7186468  -3.2199295
 -2.5420623  -1.2965195  -4.7940164  -2.8854067   1.2758536   1.3898056
  1.2262328   0.30844533  0.05107781 -0.23108456  0.5036518   3.8951263
  0.33132643  0.7302105   1.5328431  -0.04066223 -0.40711996 -0.46804422
  1.4943949   3.0584416  -2.0169702  -1.1440468  -1.0372187   0.714078
 -0.7558028  -1.1921272  -1.8843777   3.8120837   2.1896849  -1.1252966
 -1.7576013   0.13152051 -0.7998586   0.1394046   1.0636692   1.1519222
 -2.4109664  -1.0319068   3.5441632   2.0030448   0.7624713  -0.8369667
 -2.2826211  -0.5264119   2.273486    2.8862596   1.1882358   1.4210258
  0.99662447 -0.60625327 -0.2806893  -0.45889488 -3.3333428   1.3914609
  1.0690942  -0.71416634  0.394476   -0.95810497  2.296765    0.7553781
  0.89440143 -0.09143105  3.47412    -0.9084279 ]"
45,https://www.myntra.com/shirts/highlander/highlander-men-blue-slim-fit-casual-shirt/2454222/buy,HIGHLANDER,Men Blue Slim Fit Casual Shirt,649,topwear,Men,[0.0232615  0.05994954 0.00440087 ... 0.01641528 0.02672642 0.04300236],"[ 1.5165502e+01  6.3884001e+00  5.0205359e+00  1.4028609e+01
 -4.6520791e+00 -1.6382915e+00  2.6108265e+00 -2.9286120e+00
 -1.0665183e+00 -6.0175886e+00  1.2154887e+00 -4.8148651e+00
 -5.9994640e+00  2.8467865e+00  1.7535846e+00 -8.5054016e-01
  4.0087967e+00 -2.5646696e+00  5.6386318e+00 -4.2711205e+00
 -5.7868323e+00 -4.9296560e+00  1.9058162e+00  1.5775712e+00
  4.7063398e+00  2.5063739e+00 -2.0889821e+00 -6.0040843e-01
  1.1962558e-01 -1.5974404e+00  1.7770495e+00 -2.1577036e+00
  3.8559654e+00  6.5243840e-02  6.3208714e+00 -5.6256537e+00
 -2.3057306e+00  4.1772470e+00  7.4553502e-01 -1.9884167e+00
  4.4960594e+00 -6.2913960e-01  1.0141816e+00 -5.7393742e-01
  2.2478384e-01  3.2925103e+00 -1.3151278e+00 -1.9503063e+00
 -3.5966830e+00  3.9757531e+00 -1.1348794e+00  1.4313934e+00
 -5.8466607e-01 -4.4320509e-02  2.8829966e+00  2.0439403e+00
 -3.6626012e+00 -9.8451728e-01 -2.9028552e+00 -1.1384635e+00
  6.9110513e-02 -2.3335161e+00  3.1185114e+00 -2.6428022e+00
 -1.6158528e+00 -2.8902531e+00 -3.8815210e+00  1.3921234e-01
  3.8911166e+00  2.1274674e+00  4.9445584e-01 -1.4551321e+00
 -1.3151900e+00  3.5533319e+00  2.8606400e+00 -4.6661830e-01
  2.0253851e+00 -1.6303833e+00  1.3452710e+00 -4.7087731e+00
 -1.2760651e+00 -2.3982208e+00 -3.7232754e+00  2.3410501e+00
  1.3052019e-01  5.0946420e-01  1.4079630e+00  2.2250301e-01
  1.5055256e+00  2.0589483e+00  1.2126476e-02 -1.3782547e+00
 -5.5763161e-01 -1.2683843e-01 -2.0594203e-01 -4.6314478e-02
  1.5855410e+00 -2.4676862e+00 -7.0973974e-01 -2.5578582e-01]"
46,https://www.myntra.com/kurtas/anouk/anouk-men-blue--white-geometric-printed-kurta/17094674/buy,Anouk,Men Blue &amp; White Geometric Printed Kurta,1154,topwear,Men,[0.02261792 0.01305743 0.         ... 0.02450433 0.02104043 0.0141534 ],"[16.94038     1.3062932   2.0901823  15.304667   -0.10906923 -0.7345977
 -0.95707333  0.604007    2.8801622   0.28599015  1.6900495   6.2595477
  0.385576    1.3810626   4.1335263   7.235466    1.6279747   1.7111586
 -0.28179747 -4.6102614   2.2140658   5.9321036  -2.5859542   3.881119
  2.0373707   1.0676231  -2.266982   -4.0875144   3.6451213   1.9624798
 -4.121738    7.011396   -0.75779754 -3.6549425  -3.2989047  -9.647265
  2.2714486  -2.0941935  -1.396589    1.1664693  -3.9723327  -0.39969775
  2.6385949  -7.8295455   5.253596    2.7106843   0.3444422  -0.5906575
 -5.7677684  -0.58505076 -0.70556843 -0.524991    0.82539314 -0.81324023
  2.0004861   2.539962    4.1787677  -0.654755   -0.40707898  0.62771183
 -2.0941315   2.8303967  -2.1486225   4.8357034   2.9910862   1.5369643
  5.0545073  -2.8787546  -0.32830295 -1.2647042  -2.0684695   1.2381508
  2.6591663  -3.671983    2.6302307   0.3081303   0.6819128  -0.8140965
 -0.28028733  1.4914249  -5.326023   -4.508485   -0.6389585  -3.1389897
  1.001968    1.2391753  -2.9120648   0.63072616  0.71154755 -0.2865427
  0.88541436 -4.165427   -0.6977053   0.29198018  1.3379914  -2.1211386
 -2.192192    1.7535675  -3.308326    0.6677129 ]"
47,https://www.myntra.com/tshirts/ether/ether-men-black-henley-neck-cotton-pure-cotton-t-shirt/11752066/buy,ether,Men Black Henley Neck Cotton Pure Cotton T-shirt,440,topwear,Men,"[3.8465564e-03 2.2095270e-02 1.2223250e-03 ... 1.7605793e-02 9.2582137e-05
 2.5808444e-02]","[19.052444    5.1667595   0.9646931  16.394838    2.0447636  -4.865571
  1.7445378   3.7462778   4.0960016  -2.8426058  -2.1272664  -5.3448014
  0.43534273 -6.3370595  -3.083736   -0.9509312   2.3120427  -7.0121746
  3.7884932  -2.1820967  -2.069082   -2.1577682   0.19933021  3.0155053
 -2.9674428  -0.94459486 -7.88376     4.4781384   3.1756206   2.945167
  0.7400142  -2.070927   -2.5042546   5.133177   -3.6978724   1.455101
 -1.4037478  -0.6341729  -1.4852133  -1.9359461  -2.318118   -3.4400244
  0.92836475  2.2465942  -3.5991967  -2.2771564   2.8797133  -3.0051572
 -3.036864   -0.7376498  -0.8556361   1.4222697  -2.7810671  -0.34595644
  3.3765178   2.4013612  -2.4164722   0.94186443  0.75385094 -1.4371705
 -1.2550302   0.5931929  -0.9364374   1.357319   -0.5194414   1.0064001
  0.5378922   0.3176647   0.2222808   0.46578616 -0.78481436 -1.4675069
 -0.33519983 -0.14093374 -2.102492   -1.7378299   0.6988007  -2.3929398
 -0.8515223   1.3084478  -1.8803072  -2.7792654   0.6417737  -3.1576955
  2.517017   -0.48957688 -0.24991955 -0.80226576 -3.204245    0.5041379
  0.7195533  -0.9595247   1.0686255   0.0203826   1.5109082  -1.1753371
  0.8866871  -1.3025157  -0.10422698  0.849467  ]"
48,https://www.myntra.com/shirts/the-bear-house/the-bear-house-men-white-slim-fit-floral-print-pure-cotton-casual-shirt/16339538/buy,THE BEAR HOUSE,Men White Slim Fit Floral Print Pure Cotton Casual Shirt,1197,topwear,Men,[0.00403436 0.03270385 0.         ... 0.02264245 0.03877144 0.01301737],"[ 1.21868792e+01  1.20006485e+01  5.36184311e-01  1.74350281e+01
 -2.03514194e+00 -1.02623510e+00  1.75107491e+00 -3.57766962e+00
 -1.19833422e+00  6.77700424e+00  4.46989679e+00 -2.12139654e+00
 -2.06038284e+00  1.30737615e+00  1.26439011e+00 -5.48266125e+00
  5.51167822e+00  4.15488291e+00 -6.91987276e-02 -7.68833518e-01
  1.15775418e+00  3.43777657e+00 -7.88427770e-01  1.67643905e+00
  3.64052415e-01  7.06140804e+00 -2.54670715e+00 -1.15825152e+00
  4.93316054e-01 -5.13015699e+00 -4.09822369e+00 -1.80542469e-04
  1.95663440e+00 -7.42346644e-01  3.54240537e-02  4.25187618e-01
  2.86093926e+00 -4.31922626e+00 -2.55871606e+00  1.40704751e+00
  8.76746118e-01  2.97876143e+00  2.57401323e+00 -1.24389720e+00
 -6.78480148e-01 -7.47702777e-01  3.97942305e+00 -9.69315529e-01
 -4.64796352e+00 -1.81976461e+00  4.90383101e+00 -1.64957643e+00
  2.02955580e+00  9.24033999e-01  2.47554690e-01  2.87349701e+00
 -5.61469674e-01 -2.38111091e+00  2.56123638e+00 -2.02843761e+00
 -1.06123805e+00  4.10259056e+00 -7.91592598e-02 -1.97468185e+00
 -3.17513418e+00 -7.72240520e-01 -9.41514075e-01 -2.45847750e+00
  1.81994987e+00 -1.54152989e+00 -4.60642719e+00 -8.46001208e-01
  3.89915824e+00 -2.75734854e+00  1.12824291e-01 -2.03237247e+00
 -7.91466236e-01  7.07435369e+00 -8.79716158e-01 -1.51879537e+00
  6.79538250e-01  1.96579027e+00  1.84969187e+00 -4.16533661e+00
 -2.14947271e+00 -1.70667231e+00 -3.45882320e+00  1.66886926e+00
 -2.20441270e+00  3.01034689e+00 -8.17646980e-01 -3.43238145e-01
  5.01772046e-01 -7.47256875e-01 -4.67119217e-02  3.92590374e-01
 -3.14963579e+00  2.14045152e-01  9.42713737e-01 -1.69054639e+00]"
49,https://www.myntra.com/tshirts/people/people-men-pink-2--slim-fit-t-shirt/19168380/buy,People,Men Pink 2  Slim Fit T-shirt,899,topwear,Men,[0.00599855 0.04241314 0.01094372 ... 0.03148571 0.00107667 0.03127369],"[ 2.1321350e+01  5.2753301e+00  3.6412463e+00  8.5418406e+00
  1.4855817e-01  1.7253215e+00  2.7174473e+00 -3.7681839e-01
 -8.9515076e+00 -4.1337194e+00 -4.1181216e+00  3.5937624e+00
 -3.2346544e+00 -7.7475846e-01  1.1815882e+00  3.9205599e-01
  6.9028950e-01 -4.9861598e+00  2.4469835e-01 -3.9153726e+00
 -2.6596174e+00 -6.0024233e+00 -3.9047549e+00 -1.8407229e-01
 -1.4448223e+00 -2.8455782e+00 -7.1388996e-01  2.4886222e+00
  4.0621538e+00 -1.5432033e-01  3.6004157e+00  1.0484961e+00
  2.2011509e+00 -4.2866752e-01  4.7143970e+00  5.1928964e+00
  6.8144017e-01  6.5518004e-01 -1.7716964e+00 -2.1865423e+00
 -3.8078232e+00 -1.5245215e+00 -1.9941821e+00  1.8406175e+00
 -4.0302426e-01 -2.0452454e+00  1.1595205e+00 -3.2469130e-01
 -2.1334918e+00  2.4449179e+00 -1.9744493e+00 -2.0559738e+00
 -2.8533322e-01 -8.6869437e-01  9.1680098e-01  1.4391561e+00
  1.9179580e+00  1.7272954e+00  1.1099386e-01 -9.1669488e-01
 -4.0109754e-01 -4.1931229e+00  5.9074545e-01 -1.1466782e+00
  2.9313273e+00  1.5866484e-01  2.6795805e+00 -6.6837892e-02
 -1.3120579e+00  1.1083082e+00  6.3160360e-01 -9.9227697e-01
  1.0442818e+00  4.6331091e+00  4.8903805e-01 -1.1987265e+00
 -1.8692703e+00  1.4365098e+00  1.9982649e+00  1.6384891e-01
  1.0994124e+00  1.7989643e+00  1.2119713e+00 -3.4728694e-01
  1.2597033e-01 -1.9729953e+00 -3.9180403e+00 -4.5836395e-01
  3.1460601e-01 -2.4518754e+00  1.0866266e+00 -3.2298458e-01
 -1.0974715e+00  7.2231835e-01  3.2634482e+00 -2.7188459e-01
  4.3697882e-01  7.6992512e-03  7.9604173e-01 -1.1864175e-01]"
50,https://www.myntra.com/tshirts/roadster/roadster-time-travlr-men-blue-printed-round-neck-pure-cotton-t-shirt/2340669/buy,Roadster,Time Travlr Men Blue Printed Round Neck Pure Cotton T-shirt,433,topwear,Men,[0.00388765 0.06216804 0.         ... 0.00974913 0.0003531  0.00421669],"[17.938133    9.607888   -0.45452303 11.732478    5.1626844   2.4655004
  3.3618479   4.990603   -3.6855762   8.210169   -0.6399822   6.02088
 -1.244005    6.805725    1.2621483  -4.9273577   5.0131025  -7.1133204
  1.3456092  -9.9738455  -2.232042    1.1264952  -2.7040634  -2.1179707
 -1.9429266   0.07880771 -1.6792364   2.6589046   6.107105   -2.295803
 -1.4809464  -2.9509714   0.6241988  -1.4364455  -3.780685    6.8045444
 -1.5420417   0.7508632   3.2820203  -0.15148768  0.520725   -3.3518336
 -2.8793633  -3.0922453   0.70580536 -3.543928    1.4381416  -0.9750029
  3.0610316   0.17830892  1.8238868  -4.6403937  -1.027325    0.54570305
 -2.7588236   4.787208    2.3672373   0.63403994  1.3979676   0.35397506
 -3.9133563   0.30221835 -0.8459991   2.2255523   0.20663044 -0.03017893
  1.2363944  -0.7012042  -3.1475763   2.8263154  -3.484981   -1.7003226
  2.585569   -1.4276276  -0.5578966   3.3534753   0.1615378   4.4305143
  1.8620694   0.40744492  2.738552    1.1728954  -0.96459496  4.2307367
  0.9950172  -0.15555191  1.1743073  -0.0749808  -1.291609   -1.5975473
 -0.16133818 -0.15722933 -2.1425302   0.6719869   2.2566147  -2.398737
 -0.75835395  1.4690868  -0.24379817 -2.3173149 ]"
51,https://www.myntra.com/lehenga-choli/kvsfab/kvsfab-deep-burgundy-embroidered-ready-to-wear-lehenga-choli-with-dupatta/17405160/buy,Kvsfab,Deep Burgundy Embroidered Ready to Wear Lehenga Choli with Dupatta,2940,topwear,N.A.,[0.01840004 0.02706667 0.01061591 ... 0.02897635 0.02656317 0.01841699],"[ 3.6493242e-03 -3.4530218e+00 -1.1140032e+00  5.4930754e+00
 -1.7081517e-01 -6.5481119e+00  3.4038576e-01 -4.0006671e+00
  1.3470078e+01 -4.2757277e+00  2.5353551e+00  1.2590166e+00
  6.1472187e+00  1.3547879e+00 -1.3757935e+00 -4.0777884e+00
  6.1690974e-01  5.2572298e+00  9.5055282e-01  6.3252296e+00
 -7.6864970e-01  3.6188364e-01  5.4367599e+00 -5.2242213e-01
  7.6794453e+00 -1.6664643e+00  4.4681258e+00  4.0347819e+00
 -3.6445055e+00 -1.7911904e+00 -3.8559067e+00 -3.2308624e+00
 -3.9081326e+00 -3.4893916e+00 -3.9625070e+00 -5.2920599e+00
 -5.6833596e+00  7.5135717e+00  2.4539180e+00 -7.3558030e+00
 -5.0181236e+00  3.5403064e-01 -4.3866138e+00  1.8988711e-01
  6.4186320e+00 -9.3707544e-01 -3.1534591e+00 -4.7765083e+00
 -1.0302996e-01  3.8543947e+00  8.6298132e-01 -1.7617671e+00
 -1.1516164e-01 -2.8623111e+00 -2.9207134e+00  3.1540062e+00
 -1.0817368e+00 -6.9643784e+00  3.0713484e+00 -3.0480282e+00
 -2.4006212e-01 -4.3146462e+00 -1.3820787e-01  3.3084929e-02
  1.3242096e+00  3.9619067e+00 -1.6883272e+00 -5.9023871e+00
 -2.2732253e+00  3.3166785e+00 -7.3368609e-02  1.9448434e+00
 -2.5589705e-01  2.1360612e+00  5.8384037e-01 -1.4576929e+00
  2.3826854e+00 -3.0245514e+00  1.9745696e+00 -5.1377779e-01
  1.2357498e+00 -3.4921427e+00  3.6918122e-01  1.7524925e+00
 -1.1867895e+00 -6.5799290e-01 -5.3518734e+00 -1.7549345e+00
  2.4934769e+00 -2.7756608e-01  1.3957895e+00 -6.4830124e-01
 -1.1433020e+00 -1.3041683e+00  7.5082941e+00  4.8535271e+00
 -1.5595562e+00  1.9626071e+00  5.1987708e-01 -2.6083879e+00]"
52,https://www.myntra.com/shirts/roadster/roadster-time-travlr-men-maroon--black-regular-fit-checked-casual-sustainable-shirt/2353050/buy,Roadster,Time Travlr Men Maroon &amp; Black Regular Fit Checked Casual Sustainable Shirt,679,topwear,Men,[0.00642062 0.01857236 0.00014548 ... 0.01461236 0.00779533 0.02034879],"[18.897173    6.9115624   3.3200445  16.372183    3.0721881   2.175031
 -2.9129148   7.5600653  -0.4060306   4.6664667   1.9013691  -2.131957
 -2.3726845   1.4597296   2.1160128   0.82871217  4.9003167  -6.178495
 -0.7595873   5.115743   -3.272839    4.414261   -0.66926706  2.533049
 -1.3095038   3.378955   -2.9247084   1.1413736   4.0416427   5.2627873
  1.9341042  -2.1071157  -3.5222588   3.072349   -0.12882224  2.0983593
 -5.2818446  -2.0501688   6.726908   -1.6628361  -3.7686033   3.6544561
 -2.2583675  -2.1062136   3.8742523  -2.1419759   0.05531695  1.6059269
 -0.5978819  -0.20304182 -2.8146882  -2.936698    3.989882    1.6189816
 -5.0575     -0.8837434   0.18017687  3.9546964   0.69069266  3.086563
 -0.04013041 -2.3848956  -0.67163813 -2.548199   -0.18672216 -2.160432
 -0.0287683  -3.4016252   2.9297366  -0.68510514 -1.1254357  -2.5113773
 -2.5114865  -0.5948215   1.3678632   1.361163    0.7789956  -2.2841954
 -2.0633252   2.8219485   2.0307896  -1.3112395  -1.4610679   3.222379
 -2.8227658  -0.7027646  -0.93414426 -0.1450393  -2.1901984  -3.0698714
  0.39531124 -0.49880064 -3.0651915  -0.38652584 -1.9127302   4.458131
  1.9480503   2.2583802  -2.1838496   1.2185886 ]"
53,https://www.myntra.com/tshirts/dressberry/dressberry-women-attractive-lime-green-solid-mandarin-collar-tshirt/13614854/buy,DressBerry,Women Attractive Lime Green Solid Mandarin Collar Tshirt,449,topwear,Women,[0.01464726 0.02585953 0.         ... 0.03715657 0.0182275  0.02016369],"[ 4.152397   15.73124    -0.41554505 16.300982    1.9327976   6.216828
 -5.637548   -1.6473492  -4.4467983  -2.6301239   0.35242057 -6.076765
 -3.4372344   3.7884564   0.8679187   2.4062123  -1.922106    6.0349255
  2.5311441   0.13721995  1.1655363  -0.31315053  0.7688409   4.6366215
 -3.4952202  -2.6333995   3.6047895   4.1218715   3.9911356  -4.690321
  1.9349195  -3.0242224   0.1963725  -2.1380053  -1.3811927  -3.0116804
  0.62230587  2.4559414   1.0878881  -1.7093298   1.8559123  -1.9686248
  0.42412603  5.631729   -1.9179593  -0.42520386  0.24076666  2.4810658
  3.2690334  -0.82202864 -0.96439993 -1.4083765  -2.3834581   0.9835825
 -5.1294203   1.9129843   1.755943   -3.214213    0.8287394   0.4715975
  0.61584747 -1.3989762   0.31597185 -2.0816455  -3.8153212  -4.838706
  1.416842    0.6471254  -0.25205514  0.62464035  1.4832895  -1.7892239
 -2.6251898  -0.8860558   4.256799    0.62025255  1.4671733   3.277275
 -1.2219313   1.482223   -0.22754872  3.232763   -0.20966786  1.5278366
 -0.60055184  1.3011718   0.25898904 -1.1083333   1.4949529  -1.7106888
 -0.93089765 -2.0182567  -2.9861877  -0.6513914   1.7987871  -3.4003162
 -1.0953319   2.5375693   1.3069627  -2.9398286 ]"
54,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-blue-slim-fit-pure-cotton-solid-casual-shirt/14094536/buy,Dennis Lingo,Men Blue Slim Fit Pure Cotton Solid Casual Shirt,699,topwear,Men,[0.01456297 0.04491324 0.         ... 0.02590823 0.00194627 0.02641058],"[17.399668    8.545089    0.35449335 13.219462   -8.204519   -1.5033602
  2.223202    2.9026241  -8.584055   -8.759041   -0.06894204  1.27382
 -4.068229    1.6064845  -2.8878255  -4.5509253  -1.645732   -5.148612
  2.1319873   0.60042864 -4.208048   -6.408383    0.9625742  -0.69570863
  1.7829201   1.9301176  -0.10044527  0.7976316   2.5968878  -1.0741981
  1.7588426  -0.6626997  -1.2057356   1.276608    3.6196015  -3.933762
  2.7405262   1.4953089  -6.5317426  -2.0659704  -0.15651686  2.7070203
  1.2576758   4.5003986  -2.628778    1.0692794   1.6233964  -0.09157076
  0.5854031   2.906435   -1.9412956  -4.6439295   0.33868587 -1.0406116
  4.482056   -0.21542504 -1.3757073  -2.2964208  -1.6522849  -4.465621
  3.228776   -2.9503386   0.2619038  -0.5531744   2.7361107  -1.9923596
  0.682168   -1.2237973  -1.1598876   2.3946192  -0.94408655  1.2597871
  1.9619048  -0.6087978   0.07388121 -2.2327325  -1.0448531   1.9354583
  0.49641734 -0.8248942  -0.06501582  0.8291697   0.19886592  1.6186836
  0.24983841 -1.3124518  -0.52286655 -0.9816586   1.8004768  -0.70091164
 -0.8473631   1.2175348  -1.4092162  -1.5849346   0.88849074 -0.65135145
 -0.2874068  -0.783869    0.5093261   2.9426882 ]"
55,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-blue-pure-cotton-solid-round-neck-oversize-pure-cotton-t-shirt/13338114/buy,Mast &amp; Harbour,Mast  Harbour Men Blue Pure Cotton Solid Round Neck Oversize Pure Cotton T-shirt,363,topwear,Men,"[0.0000000e+00 2.4191555e-02 7.1730828e-05 ... 1.4190298e-02 0.0000000e+00
 4.0474394e-03]","[15.881288    7.005263    0.42654672 18.788439    3.460104    1.063286
  2.481567    4.2305183  -5.638898    2.057737   -0.29622442 -0.32506952
  1.8593032  -1.9497588   0.7353442  -1.1231303   0.49476933 -1.6256227
  5.6137614  -6.9942055   0.33106494  0.70738995  0.69197    -4.990157
 -7.5437365  -2.490212   -2.2075975   0.37755302  3.066371   -1.5207789
  5.5085216  -2.7983773   1.4521997  -0.9242128  -1.0511068   5.4529624
 -1.2048156  -0.11969745  6.4890027  -3.021229    0.7649325  -0.58825
 -0.99270713 -0.42423373  0.06068896 -1.2852913   3.0758934  -0.9170083
  0.9286443  -2.8423193   0.80998385  1.4799293  -7.2236857   1.6281341
 -3.335362    1.7240496  -2.6515472   0.88501835 -0.25868657 -1.9757756
 -4.617779    0.0667415   2.0936177  -0.14438301  1.2637074  -1.2836106
  2.0073576   5.084839   -1.0168782   1.4303952   2.7833319   4.2072015
  0.18481505 -2.1037064  -3.5520728   0.7937837  -0.99092007 -2.615313
  2.7730517  -0.28168035  2.697645   -3.6620727   0.4541696   1.5904118
  2.361147    1.3717556  -2.7618794  -2.4366837  -1.3506052   1.83128
 -0.18235822  1.1414024   1.4880892   0.2038594  -3.0027995   1.6103743
 -1.4284306  -2.8967683  -0.6790639   0.75608015]"
56,https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-printed-casual-shirt/17657084/buy,HIGHLANDER,Men White Slim Fit Printed Casual Shirt,623,topwear,Men,[0.01175653 0.03760399 0.01958594 ... 0.00452368 0.0071807  0.02952739],"[12.910185    1.5011772  -1.5439827  11.4356165  -6.192893   -4.3986926
 -1.1681247   0.339777   -0.09866714 -2.1706288  -1.0445409  -2.7648723
  0.42441043 -5.8638797   4.8787093  -2.355871    1.2336086   1.8076235
 -2.1549597  -4.4710026  13.402427    1.3129821   0.23361784  1.4016616
 -3.8442087  -6.779045   -8.088406   -4.0881205  -3.0909348  -2.78102
 -3.739417    4.041619    2.1243598  -1.448281   -1.0918117  -4.0095487
  2.062962    0.24106508  0.08680576  1.7434341  -5.826257   -5.5462418
  3.9959404  -4.417566    4.302493   -2.9311197   0.17499575  0.2638307
 -1.1835718  -1.2982534  -0.73150253  0.5354992   3.2656455   1.0720009
  2.686445    0.98716533 -1.6299427   1.8768961  -0.6895497   3.0718095
  4.2220883  -0.42816973  0.14133748  0.66739845  2.3664286   4.5260725
  0.22585922 -1.0448391  -2.7608037  -0.07820447  1.5025867   5.3211966
  3.8715184  -0.52311635 -1.0387192   1.3878105   0.2864129   0.4465381
  0.22091639  1.992005   -2.3338697  -1.7049451   2.171449    1.8675735
  1.4129498  -1.3319725  -1.2453554  -3.4857228  -0.08248156 -2.3081663
 -1.8609719  -3.0832753  -2.0528934  -2.222919    2.1978025  -4.543931
  1.6901933   4.029656    4.097494   -0.37179562]"
