,link,title,name,price,category,sex
252,https://www.myntra.com/jeans/sassafras/sassafras-women-stylish-nude-high-rise-straight-fit-jeans/17985338/buy,SASSAFRAS,Women Stylish Nude High-Rise Straight Fit Jeans,1149,bottomwear,Women
253,https://www.myntra.com/track-pants/adidas-originals/adidas-originals-men-black-disney-mickey-and-friends-printed-pure-cotton-joggers/16740556/buy,ADIDAS Originals,Men Black Disney Mickey And Friends Printed Pure Cotton Joggers,4799,bottomwear,Men
254,https://www.myntra.com/jeans/duke/duke-men-blue-slim-fit-light-fade-stretchable-jeans/19334698/buy,Duke,Men Blue Slim Fit Light Fade Stretchable Jeans,1977,bottomwear,Men
255,https://www.myntra.com/jeans/only/only-women-black-skinny-fit-high-rise-jeans/15923702/buy,ONLY,Women Black Skinny Fit High-Rise Jeans,1999,bottomwear,Women
256,https://www.myntra.com/shorts/united-colors-of-benetton/united-colors-of-benetton-men-olive-green-solid-slim-fit-shorts/17784058/buy,United Colors of Benetton,Men Olive Green Solid Slim Fit Shorts,1299,bottomwear,Men
257,https://www.myntra.com/track-pants/the-souled-store/the-souled-store-men-maroon--yellow-printed-joggers/19131606/buy,The Souled Store,Men Maroon &amp; Yellow Printed Joggers,999,bottomwear,Men
258,https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-women-blue-boyfriend-fit-high-rise-jeans/15773362/buy,Roadster,The Lifestyle Co Women Blue Boyfriend Fit High-Rise Jeans,874,bottomwear,Women
259,https://www.myntra.com/jeans/urbano-fashion/urbano-fashion-men-brown-slim-fit-mid-rise-clean-look-stretchable-jeans/10787904/buy,Urbano Fashion,Men Brown Slim Fit Mid-Rise Clean Look Stretchable Jeans,847,bottomwear,Men
260,https://www.myntra.com/jeggings/paris-hamilton/paris-hamilton-plus-size-women-black-solid-tummy-tucker-stretchable-denim-jeggings/13996986/buy,PARIS HAMILTON,Plus Size Women Black Solid Tummy Tucker Stretchable Denim Jeggings,1299,bottomwear,Women
261,https://www.myntra.com/jeans/mango/mango-women-blue-flared-light-fade-jeans/15977072/buy,MANGO,Women Blue Flared Light Fade Jeans,2295,bottomwear,Women
262,https://www.myntra.com/jeans/united-colors-of-benetton/united-colors-of-benetton-boys-navy-blue-heavy-fade-jeans/18360558/buy,United Colors of Benetton,Boys Navy Blue Heavy Fade Jeans,1199,bottomwear,N.A.
263,https://www.myntra.com/trousers/manzon/manzon-girls-pack-of-2-blue-solid-denim-cotton-cargo-joggers/17937908/buy,MANZON,Girls Pack of 2 Blue Solid Denim Cotton Cargo Joggers,767,bottomwear,N.A.
264,https://www.myntra.com/skirts/kassually/kassually-women-classic-white-floral-pleated-form-skirt/17371670/buy,KASSUALLY,Women Classic White Floral Pleated Form Skirt,799,bottomwear,Women
265,https://www.myntra.com/trousers/mango/mango-women-black-flared-high-rise-trousers/17973854/buy,MANGO,Women Black Flared High-Rise Trousers,3213,bottomwear,Women
266,https://www.myntra.com/jeans/ether/ether-men-blue-slim-fit-low-distress-light-fade-stretchable-jeans/14736434/buy,ether,Men Blue Slim Fit Low Distress Light Fade Stretchable Jeans,887,bottomwear,Men
267,https://www.myntra.com/trousers/fablestreet/fablestreet-women-black-skinny-fit-high-rise-trousers/15697866/buy,FableStreet,Women Black Skinny Fit High-Rise Trousers,1916,bottomwear,Women
268,https://www.myntra.com/jeans/only/only-women-rose-straight-fit-highly-distressed-cropped-jeans/17332522/buy,ONLY,Women Rose Straight Fit Highly Distressed Cropped Jeans,1664,bottomwear,Women
269,https://www.myntra.com/jeans/pepe-jeans/pepe-jeans-men-black-tapered-fit-light-fade-stretchable-jeans/16835602/buy,Pepe Jeans,Men Black Tapered Fit Light Fade Stretchable Jeans,2799,bottomwear,Men
270,https://www.myntra.com/trousers/levis/levis-men-black-solid-slim-fit-chinos-trousers/18974100/buy,Levis,Men Black Solid Slim Fit Chinos Trousers,2559,bottomwear,Men
271,https://www.myntra.com/jeans/bebe/bebe-women-white-denim-daze-super-skinny-fit-high-rise-stretchable-jeans/17398308/buy,bebe,Women White Denim Daze Super Skinny Fit High-Rise Stretchable Jeans,1649,bottomwear,Women
272,https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-men-black-slim-tapered-fit-mid-rise-clean-look-jeans/13032498/buy,Roadster,The Lifestyle Co Men Black Slim Tapered Fit Mid-Rise Clean Look Jeans,1403,bottomwear,Men
273,https://www.myntra.com/track-pants/jockey/jockey-men-black-slim-fit-track-pants/1999150/buy,Jockey,Men Black Slim Fit Track Pants,1299,bottomwear,Men
274,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-blue-super-slim-fit-light-fade-mid-rise-stretchable-jeans/15247722/buy,Louis Philippe Jeans,Men Blue Super Slim Fit Light Fade Mid-Rise Stretchable Jeans,1769,bottomwear,Men
275,https://www.myntra.com/shorts/spunkies/spunkies-boys-white-solid-regular-fit-shorts/19537974/buy,SPUNKIES,Boys White Solid Regular Fit Shorts,594,bottomwear,N.A.
276,https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-light-fade-acid-wash-stretchable-jeans/8903739/buy,Roadster,Men Blue Skinny Fit Light Fade Acid Wash Stretchable Jeans,739,bottomwear,Men
277,https://www.myntra.com/track-pants/v-mart/v-mart-men-black-solid-track-pant/19536264/buy,V-Mart,Men Black Solid Track Pant,395,bottomwear,Men
278,https://www.myntra.com/trousers/sassafras/sassafras-women-burgundy-pleated-trousers-with-belt/13843228/buy,SASSAFRAS,Women Burgundy Pleated Trousers with Belt,899,bottomwear,Women
279,https://www.myntra.com/shorts/roadster/roadster-men-navy-blue-solid-regular-fit-regular-shorts/12920534/buy,Roadster,Men Navy Blue Solid Regular Fit Regular Shorts,883,bottomwear,Men
280,https://www.myntra.com/track-pants/blissclub/blissclub-women-olive-green-high-waist-track-pants/19355118/buy,BlissClub,Women Olive Green High-Waist Track Pants,1793,bottomwear,Women
281,https://www.myntra.com/jeans/fame-forever-by-lifestyle/fame-forever-by-lifestyle-women-blue-skinny-fit-light-fade-jeans/19587612/buy,Fame Forever by Lifestyle,Women Blue Skinny Fit Light Fade Jeans,1699,bottomwear,Women
282,https://www.myntra.com/shorts/highlander/highlander-men-pink-solid-slim-fit-regular-shorts/13949840/buy,HIGHLANDER,Men Pink Solid Slim Fit Regular Shorts,741,bottomwear,Men
283,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-navy-blue-slim-fit-low-rise-light-fade-stretchable-casual-jeans/17807254/buy,Louis Philippe Jeans,Men Navy Blue Slim Fit Low-Rise Light Fade Stretchable Casual Jeans,3441,bottomwear,Men
284,https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-black--white-solid-slim-fit-track-pants/14154092/buy,Tokyo Talkies,Women Black &amp; White Solid Slim-Fit Track Pants,524,bottomwear,Women
285,https://www.myntra.com/jeans/fame-forever-by-lifestyle/fame-forever-by-lifestyle-women-black-skinny-fit-jeans/19587610/buy,Fame Forever by Lifestyle,Women Black Skinny Fit Jeans,1599,bottomwear,Women
286,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-navy-blue-slim-fit-low-rise-low-distress-stretchable-jeans/18220806/buy,Louis Philippe Jeans,Men Navy Blue Slim Fit Low-Rise Low Distress Stretchable Jeans,3696,bottomwear,Men
287,https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/12303752/buy,Roadster,Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,849,bottomwear,Men
288,https://www.myntra.com/trousers/breakbounce/breakbounce-men-grey-skinny-fit-low-rise-chinos-trousers/18487262/buy,Breakbounce,Men Grey Skinny Fit Low-Rise Chinos Trousers,1699,bottomwear,Men
289,https://www.myntra.com/trousers/allen-solly/allen-solly-men-grey-solid-slim-fit-trousers/17730396/buy,Allen Solly,Men Grey Solid Slim Fit Trousers,1816,bottomwear,Men
290,https://www.myntra.com/shorts/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-blue--white-printed-slim-fit-shorts/16320020/buy,U.S. Polo Assn. Denim Co.,U S Polo Assn Denim Co Men Blue &amp; White Printed Slim Fit Shorts,879,bottomwear,Men
291,https://www.myntra.com/jeans/locomotive/locomotive-men-navy-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/8168953/buy,LOCOMOTIVE,Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,783,bottomwear,Men
292,https://www.myntra.com/trousers/forever-21/forever-21-men-black-solid-mid-rise-joggers-trousers/17174066/buy,FOREVER 21,Men Black Solid Mid-Rise Joggers Trousers,824,bottomwear,Men
293,https://www.myntra.com/jeans/harvard/harvard-men-blue-basic-slim-fit-mid-rise-clean-look-stretchable-jeans/10415134/buy,Harvard,Men Blue Basic Slim Fit Mid-Rise Clean Look Stretchable Jeans,719,bottomwear,Men
294,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-navy-blue-super-albert-slim-fit-low-rise-stretchable-jeans/18761804/buy,Louis Philippe Jeans,Men Navy Blue Super Albert Slim Fit Low-Rise Stretchable Jeans,2699,bottomwear,Men
295,https://www.myntra.com/shorts/highlander/highlander-men-blue-printed-slim-fit-chino-shorts/13793522/buy,HIGHLANDER,Men Blue Printed Slim Fit Chino Shorts,738,bottomwear,Men
296,https://www.myntra.com/track-pants/pluss/pluss-black-track-pants/4267854/buy,plusS,Black Track Pants,657,bottomwear,N.A.
297,https://www.myntra.com/trousers/fablestreet/fablestreet-women-maroon-comfort-straight-fit-high-rise-trousers/19123592/buy,FableStreet,Women Maroon Comfort Straight Fit High-Rise Trousers,2695,bottomwear,Women
298,https://www.myntra.com/jeans/urbanic/urbanic-women-blue-cotton-high-rise-highly-distressed-light-fade-cropped-mom-jeans/16262752/buy,URBANIC,Women Blue Cotton High-Rise Highly Distressed Light Fade Cropped Mom Jeans,1145,bottomwear,Women
299,https://www.myntra.com/track-pants/pluss/pluss-navy-blue-solid-track-pants/4267846/buy,plusS,Navy Blue Solid Track Pants,657,bottomwear,N.A.
300,https://www.myntra.com/jeans/flying-machine/flying-machine-men-black-mj-mankle-regular-fit-mid-rise-clean-look-stretchable-jeans/11417048/buy,Flying Machine,Men Black MJ Mankle Regular Fit Mid-Rise Clean Look Stretchable Jeans,1199,bottomwear,Men
301,https://www.myntra.com/trousers/sassafras/sassafras-women-black-high-rise-trousers/16989956/buy,SASSAFRAS,Women Black High-Rise Trousers,854,bottomwear,Women
302,https://www.myntra.com/salwar/max/max-women-black-solid-straight-fit-cotton-salwar/19536416/buy,max,Women Black Solid Straight-Fit Cotton Salwar,699,bottomwear,Women
303,https://www.myntra.com/jeans/locomotive/locomotive-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/7584922/buy,LOCOMOTIVE,Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,799,bottomwear,Men
304,https://www.myntra.com/trousers/oxemberg/oxemberg-men-bronze-toned-smart-slim-fit-chinos-trousers/19441366/buy,Oxemberg,Men Bronze-Toned Smart Slim Fit Chinos Trousers,1699,bottomwear,Men
305,https://www.myntra.com/jeans/chemistry/chemistry-women-blue-pure-cotton-jeans/15689184/buy,Chemistry,Women Blue Pure Cotton Jeans,799,bottomwear,Women
306,https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-charcoal-grey-slim-fit-high-rise-clean-look-jeans/13100578/buy,Tokyo Talkies,Women Charcoal Grey Slim Fit High-Rise Clean Look Jeans,968,bottomwear,Women
307,https://www.myntra.com/trousers/louis-philippe-athwork/louis-philippe-athwork-men-navy-blue-striped-comfort-tapered-fit-trousers/17858814/buy,Louis Philippe Ath.Work,Men Navy Blue Striped Comfort Tapered Fit Trousers,1799,bottomwear,Men
308,https://www.myntra.com/trousers/all-about-you/all-about-you-women-black-regular-fit-trousers/17894430/buy,all about you,Women Black Regular Fit Trousers,519,bottomwear,Women
309,https://www.myntra.com/shorts/kassually/kassually-women-black-solid-regular-fit-denim-shorts/12564274/buy,KASSUALLY,Women Black Solid Regular Fit Denim Shorts,879,bottomwear,Women
310,https://www.myntra.com/jeans/pepe-jeans/pepe-jeans-men-blue-soho-skinny-fit-low-rise-low-distress-light-fade-stretchable-jeans/17056536/buy,Pepe Jeans,Men Blue Soho Skinny Fit Low-Rise Low Distress Light Fade Stretchable Jeans,2799,bottomwear,Men
311,https://www.myntra.com/jeans/giordano/giordano-men-blue-slim-fit-high-rise-light-fade-stretchable-jeans/19206814/buy,GIORDANO,Men Blue Slim Fit High-Rise Light Fade Stretchable Jeans,2999,bottomwear,Men
312,https://www.myntra.com/jeans/kotty/kotty-women-olive-green-cotton-wide-leg-jeans/19755034/buy,Kotty,Women Olive Green Cotton Wide Leg Jeans,899,bottomwear,Women
313,https://www.myntra.com/jeans/us-polo-assn-denim-co/us-polo-assn-denim-co-men-blue-regallo-skinny-light-fade-mid-rise-stretchable-jeans/15148400/buy,U.S. Polo Assn. Denim Co.,Men Blue Regallo Skinny Light Fade Mid-Rise Stretchable Jeans,2039,bottomwear,Men
314,https://www.myntra.com/palazzos/duke/duke-women-blue-flared-palazzos/19101992/buy,Duke,Women Blue Flared Palazzos,899,bottomwear,Women
315,https://www.myntra.com/trousers/yufta/yufta-women-white-slim-fit-pure-cotton-trousers/17511420/buy,Yufta,Women White Slim Fit Pure Cotton Trousers,594,bottomwear,Women
316,https://www.myntra.com/skirts/dressberry/dressberry-women-black-pure-cotton-solid-a-line-denim-skirt/15056122/buy,DressBerry,Women Black Pure Cotton Solid A-Line Denim Skirt,599,bottomwear,Women
317,https://www.myntra.com/skirts/fablestreet/fablestreet-beige-pleated-midi-skirt/13015558/buy,FableStreet,Beige Pleated Midi Skirt,1646,bottomwear,N.A.
318,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-blue-slim-fit-light-fade-jeans/19222602/buy,Louis Philippe Jeans,Men Blue Slim Fit Light Fade Jeans,3349,bottomwear,Men
319,https://www.myntra.com/track-pants/cremlin-clothing/cremlin-clothing-kids-multicoloured-set-of-3-printed-cotton-joggers/17630142/buy,CREMLIN CLOTHING,Kids Multicoloured Set of 3 Printed Cotton Joggers,799,bottomwear,N.A.
320,https://www.myntra.com/trousers/arrow/arrow-men-brown-tailored-fit-formal-trousers/14614162/buy,Arrow,Men Brown Tailored Fit Formal Trousers,1139,bottomwear,Men
321,https://www.myntra.com/trousers/divena/divena-women-off-white-comfort-regular-fit-solid-cotton-cigarette-trousers/13824678/buy,Divena,Women Off-White Comfort Regular Fit Solid Cotton Cigarette Trousers,699,bottomwear,Women
322,https://www.myntra.com/trousers/mast--harbour/mast--harbour-men-charcoal-grey-regular-fit-trousers/15411126/buy,Mast &amp; Harbour,Men Charcoal Grey Regular Fit Trousers,734,bottomwear,Men
323,https://www.myntra.com/trousers/berrylush/berrylush-women-elegant-maroon-solid-vacay-attire/18637942/buy,Berrylush,Women Elegant Maroon Solid Vacay Attire,527,bottomwear,Women
324,https://www.myntra.com/jeans/highlander/highlander-men-white-tapered-fit-stretchable-jeans/19611250/buy,HIGHLANDER,Men White Tapered Fit Stretchable Jeans,939,bottomwear,Men
325,https://www.myntra.com/trousers/sassafras/sassafras-women-red-high-rise-trousers/16989954/buy,SASSAFRAS,Women Red High-Rise Trousers,664,bottomwear,Women
326,https://www.myntra.com/trousers/sassafras/sassafras-women-black--white-leopard-print-high-rise-pleated-crop-wide-leg-trousers/14087466/buy,SASSAFRAS,Women Black &amp; White Leopard Print High-Rise Pleated Crop Wide Leg Trousers,1044,bottomwear,Women
327,https://www.myntra.com/trousers/kook-n-keech/kook-n-keech-men-blue-pure-cotton-cargos-trousers/16618542/buy,Kook N Keech,Men Blue Pure Cotton Cargos Trousers,1174,bottomwear,Men
328,https://www.myntra.com/jeans/miss-chase/miss-chase-women-navy-blue-skinny-fit-high-rise-slash-knee-jeans/12238122/buy,Miss Chase,Women Navy Blue Skinny Fit High-Rise Slash Knee Jeans,959,bottomwear,Women
329,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-black--green-lycra-printed-joggers/14703858/buy,HRX by Hrithik Roshan,HRX By Hrithik Roshan Lifestyle Men Black &amp; Green Lycra Printed Joggers,1149,bottomwear,Men
330,https://www.myntra.com/jeans/duke/duke-men-blue-slim-fit-low-distress-heavy-fade-stretchable-jeans/19334714/buy,Duke,Men Blue Slim Fit Low Distress Heavy Fade Stretchable Jeans,1854,bottomwear,Men
331,https://www.myntra.com/track-pants/rare-rabbit/rare-rabbit-men-black-solid-slim-fit-track-pants/19439984/buy,RARE RABBIT,Men Black Solid Slim-Fit Track Pants,2999,bottomwear,Men
332,https://www.myntra.com/skirts/sassafras/sassafras-blue-denim-midi-a-line-pure-cotton-skirt/7687291/buy,SASSAFRAS,Blue Denim Midi A-Line Pure Cotton Skirt,1033,bottomwear,N.A.
333,https://www.myntra.com/leggings/twin-birds/twin-birds-women-silver-colored-solid-ankle-length-shimmer-leggings/13387720/buy,TWIN BIRDS,Women Silver-Colored Solid Ankle-Length Shimmer Leggings,749,bottomwear,Women
334,https://www.myntra.com/track-pants/max/max-women-grey-melange-solid-pure-cotton-joggers/15235258/buy,max,Women Grey Melange Solid Pure Cotton Joggers,674,bottomwear,Women
335,https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-light-fade-stretchable-jeans/18094800/buy,Roadster,Men Blue Skinny Fit Light Fade Stretchable Jeans,934,bottomwear,Men
336,https://www.myntra.com/trousers/park-avenue/park-avenue-men-blue-checked-wrinkle-free-formal-trousers/16741910/buy,Park Avenue,Men Blue Checked Wrinkle Free Formal Trousers,944,bottomwear,Men
337,https://www.myntra.com/shorts/blackberrys/blackberrys-men-mustard-brown-pure-cotton-printed-bs-10-slim-fit-low-rise-chino-shorts/17852658/buy,Blackberrys,Men Mustard Brown Pure Cotton Printed Bs-10 Slim Fit Low-Rise Chino Shorts,1186,bottomwear,Men
338,https://www.myntra.com/leggings/max/max-girls-pack-of-3-solid-ankle-length-pure-cotton-leggings/16404136/buy,max,Girls Pack of 3 Solid Ankle Length Pure Cotton Leggings,549,bottomwear,N.A.
339,https://www.myntra.com/trousers/raymond/raymond-men-blue-slim-fit-trousers/19072582/buy,Raymond,Men Blue Slim Fit Trousers,1559,bottomwear,Men
340,https://www.myntra.com/track-pants/van-heusen-sport/van-heusen-sport-navy-blue-pure-cotton-printed-track-pants/18261696/buy,Van Heusen Sport,Navy Blue Pure Cotton Printed Track Pants,1977,bottomwear,N.A.
341,https://www.myntra.com/trousers/arrow/arrow-men-grey-hudson-tailored-fit-formal-trousers/18893384/buy,Arrow,Men Grey Hudson Tailored Fit Formal Trousers,1379,bottomwear,Men
342,https://www.myntra.com/leggings/french-kleider/-french-kleider-girls-pack-of-2-solid-ankle-length-leggings/19308440/buy,FRENCH KLEIDER,Girls Pack Of 2 Solid Ankle-Length Leggings,389,bottomwear,N.A.
343,https://www.myntra.com/skirts/berrylush/berrylush-women-brown--white-floral-printed-knee-length-a-line-skirt/15156824/buy,Berrylush,Women Brown &amp; White Floral Printed Knee-Length A-Line Skirt,559,bottomwear,Women
344,https://www.myntra.com/shorts/jockey/jockey-men-olive-green-solid-straight-fit-regular-shorts/9867779/buy,Jockey,Men Olive Green Solid Straight Fit Regular Shorts,999,bottomwear,Men
345,https://www.myntra.com/jeans/wrangler/wrangler-men-blue-skanders-slim-fit-low-rise-clean-look-stretchable-jeans/5418736/buy,Wrangler,Men Blue Skanders Slim Fit Low-Rise Clean Look Stretchable Jeans,2599,bottomwear,Men
346,https://www.myntra.com/trousers/v-mart/v-mart-men-brown-slim-fit-trousers/19382900/buy,V-Mart,Men Brown Slim Fit Trousers,658,bottomwear,Men
347,https://www.myntra.com/jeans/ether/ether-women-blue-straight-fit-high-rise-light-fade-jeans/18410444/buy,ether,Women Blue Straight Fit High-Rise Light Fade Jeans,639,bottomwear,Women
348,https://www.myntra.com/jeans/roadster/roadster-women-blue-boyfriend-fit-high-rise-heavy-fade-stretchable-jeans/14954764/buy,Roadster,Women Blue Boyfriend Fit High-Rise Heavy Fade Stretchable Jeans,839,bottomwear,Women
349,https://www.myntra.com/shorts/rb/rb-men-grey-shorts/19317490/buy,R&amp;B,Men Grey Shorts,399,bottomwear,Men
350,https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-light-fade-stretchable-jeans/18094898/buy,Roadster,Men Blue Skinny Fit Light Fade Stretchable Jeans,883,bottomwear,Men
351,https://www.myntra.com/shorts/kiddopanti/kiddopanti-girls-blue-denim-shorts/19402958/buy,KiddoPanti,Girls Blue Denim Shorts,824,bottomwear,N.A.
352,https://www.myntra.com/track-pants/okane/okane-men-blue-regular-fit-solid-track-pants/19085078/buy,Okane,Men Blue Regular Fit Solid Track Pants,719,bottomwear,Men
353,https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-blue-straight-fit-cropped-jeans/18124812/buy,Tokyo Talkies,Women Blue Straight Fit Cropped Jeans,901,bottomwear,Women
354,https://www.myntra.com/jeggings/hm/hm-girls-blue-rhinestone-detail-flared-jeggings/19484656/buy,H&amp;M,Girls Blue Rhinestone-Detail Flared Jeggings,1499,bottomwear,N.A.
355,https://www.myntra.com/jeans/duke/duke-men-blue-slim-fit-heavy-fade-stretchable-cotton-jeans/19538706/buy,Duke,Men Blue Slim Fit Heavy Fade Stretchable Cotton Jeans,1889,bottomwear,Men
356,https://www.myntra.com/tights/jump-usa/jump-usa-men-green-solid-rapid-dry-fit-training-tights/17661650/buy,JUMP USA,Men Green Solid Rapid Dry-Fit Training Tights,674,bottomwear,Men
357,https://www.myntra.com/shorts/hm/hm-women-grey-shorts/19593740/buy,H&amp;M,Women Grey Shorts,799,bottomwear,Women
358,https://www.myntra.com/skirts/neudis/neudis-women-black-solid-twill-pure-cotton-denim-asymmetric-a-line-mini-skirt/17255476/buy,NEUDIS,Women Black Solid Twill Pure Cotton Denim Asymmetric A-line Mini Skirt,740,bottomwear,Women
359,https://www.myntra.com/track-pants/mark-leute/mark-leute-men-blue-solid-track-pants/19013568/buy,Mark Leute,Men Blue Solid Track Pants,599,bottomwear,Men
360,https://www.myntra.com/trousers/fablestreet/fablestreet-women-white-linen-striped-comfort-straight-fit-trousers/19123600/buy,FableStreet,Women White Linen Striped Comfort Straight Fit Trousers,2895,bottomwear,Women
361,https://www.myntra.com/jeans/vero-moda/vero-moda-women-blue-skinny-fit-mildly-distressed-light-fade-jeans/17764198/buy,Vero Moda,Women Blue Skinny Fit Mildly Distressed Light Fade Jeans,1484,bottomwear,Women
362,https://www.myntra.com/shorts/wisstler/wisstler-women-navy--pink-chevron-print-regular-fit-shorts/2017530/buy,WISSTLER,Women Navy &amp; Pink Chevron Print Regular Fit Shorts,395,bottomwear,Women
363,https://www.myntra.com/jeans/flying-machine/flying-machine-men-grey-michael-slim-tapered-fit-heavy-fade-stretchable-jeans/18733912/buy,Flying Machine,Men Grey Michael Slim Tapered Fit Heavy Fade Stretchable Jeans,1499,bottomwear,Men
364,https://www.myntra.com/jeans/jack--jones/jack--jones-men-grey-low-rise-heavy-fade-jeans/17530386/buy,Jack &amp; Jones,Men Grey Low-Rise Heavy Fade Jeans,2149,bottomwear,Men
365,https://www.myntra.com/dhotis/anug-by-sojanya/anug-by-sojanya-men-cream-colour--maroon-solid-sequin-velvet-finish-border-stitched-dhoti/17484594/buy,Anug by SOJANYA,Men Cream-Colour &amp; Maroon Solid Sequin Velvet Finish Border Stitched Dhoti,989,bottomwear,Men
366,https://www.myntra.com/trousers/mango/mango-women-blue-trousers/19100950/buy,MANGO,Women Blue Trousers,3592,bottomwear,Women
367,https://www.myntra.com/trousers/hm/hm-girls-white-joggers/19693792/buy,H&amp;M,Girls White Joggers,699,bottomwear,N.A.
368,https://www.myntra.com/jeans/van-heusen-woman/van-heusen-woman-blue-skinny-fit-jeans/17687178/buy,Van Heusen Woman,Blue Skinny Fit Jeans,1649,bottomwear,N.A.
369,https://www.myntra.com/jeans/spykar/spykar-men-blue-slim-fit-mildly-distressed-light-fade-jeans/15163414/buy,SPYKAR,Men Blue Slim Fit Mildly Distressed Light Fade Jeans,2399,bottomwear,Men
370,https://www.myntra.com/jeans/roadster/roadster-men-blue-solid-light-fade-stretchable-jeans/17399244/buy,Roadster,Men Blue Solid Light Fade Stretchable Jeans,1133,bottomwear,Men
371,https://www.myntra.com/tracksuits/slazenger/slazenger-men-navy-blue-solid-tracksuit/15789138/buy,Slazenger,Men Navy Blue Solid Tracksuit,1549,bottomwear,Men
372,https://www.myntra.com/jeans/herenow/herenow-boys-off-white-side-striped-detailed-stretchable-jeans/14503982/buy,HERE&amp;NOW,Boys Off White Side Striped Detailed Stretchable Jeans,639,bottomwear,N.A.
373,https://www.myntra.com/jeans/van-heusen-denim-labs/van-heusen-denim-labs-men-white-skinny-fit-jeans/19562708/buy,VAN HEUSEN DENIM LABS,Men White Skinny Fit Jeans,2974,bottomwear,Men
374,https://www.myntra.com/trousers/chemistry/chemistry-women-orange-solid-pleated-parallel-trousers/14396448/buy,Chemistry,Women Orange Solid Pleated Parallel Trousers,1424,bottomwear,Women
375,https://www.myntra.com/jeans/fame-forever-by-lifestyle/fame-forever-by-lifestyle-women-grey-skinny-fit-jeans/18859554/buy,Fame Forever by Lifestyle,Women Grey Skinny Fit Jeans,1799,bottomwear,Women
376,https://www.myntra.com/trousers/park-avenue/park-avenue-men-blue-solid-smart-slim-tapered-fit-low-rise-formal-trousers/17769396/buy,Park Avenue,Men Blue Solid Smart Slim Tapered Fit Low-Rise Formal Trousers,1429,bottomwear,Men
377,https://www.myntra.com/jeans/urbano-plus/urbano-plus-men-blue-regular-fit-mid-rise-clean-look-stretchable-jeans/12390218/buy,Urbano Plus,Men Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,881,bottomwear,Men
378,https://www.myntra.com/track-pants/harvard/harvard-women-black-solid-joggers-with-colourblocked-detail-/15363002/buy,Harvard,Women Black Solid Joggers with Colourblocked Detail,419,bottomwear,Women
379,https://www.myntra.com/trousers/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-chinos/16515134/buy,The Indian Garage Co,Men Blue Slim Fit Chinos,892,bottomwear,Men
380,https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-blue-boyfriend-fit-mid-rise-mildly-distressed-jeans/14063022/buy,Tokyo Talkies,Women Blue Boyfriend Fit Mid-Rise Mildly Distressed Jeans,778,bottomwear,Women
381,https://www.myntra.com/shorts/tommy-hilfiger/tommy-hilfiger-men-red-typography-printed-side-striped-shorts/16362300/buy,Tommy Hilfiger,Men Red Typography Printed Side-Striped Shorts,2589,bottomwear,Men
382,https://www.myntra.com/tights/fitkin/fitkin-women-black-solid-quick-dry-high-rise-training-tights-with-mesh-details/13270342/buy,Fitkin,Women Black Solid Quick Dry High-Rise Training Tights With Mesh Details,1299,bottomwear,Women
383,https://www.myntra.com/trousers/dollar-missy/dollar-missy-women-pack-of-2-trousers-smart-straight-fit-solid-regular-trousers/11316678/buy,Dollar Missy,Women Pack of 2 Trousers Smart Straight Fit Solid Regular Trousers,1012,bottomwear,Women
384,https://www.myntra.com/trousers/park-avenue/park-avenue-men-dark-grey-self-design-mid-rise-formal-trousers/17769476/buy,Park Avenue,Men Dark Grey Self Design Mid-Rise Formal Trousers,1259,bottomwear,Men
385,https://www.myntra.com/jeans/wrangler/wrangler-men-blue-skinny-fit-heavy-fade-jeans/17331684/buy,Wrangler,Men Blue Skinny Fit Heavy Fade Jeans,1649,bottomwear,Men
386,https://www.myntra.com/jeans/forever-21/forever-21-men-blue-jeans/18975374/buy,FOREVER 21,Men Blue Jeans,1079,bottomwear,Men
